code,name,geocoder_address,address,locality,municipality,district,postal_code,nature,cicle
400439,"Escola Secundária Sebastião e Silva, Oeiras","Rua do Liceu, 2780-061 OEIRAS, Oeiras, Portugal",Rua do Liceu,OEIRAS,Oeiras,Lisboa,2780-061,Publico,3º Ciclo|Secundário
251770,"Escola Básica Júlio Dinis, Santa Iria de Azoia, Loures","R. da Escola, 2690-143 SANTA IRIA DE AZÓIA, Loures, Portugal",R. da Escola,SANTA IRIA DE AZÓIA,Loures,Lisboa,2690-143,Publico,Pré-escolar|1º Ciclo
803536,Jardim Infantil Quinta Dos Fidalgos,"Rua Condes de Pombeiro, n.° 1, 1A e 1B - Quinta do Fidalgo, Monte Gordo, 2600-139 VILA FRANCA DE XIRA, Vila Franca de Xira, Portugal","Rua Condes de Pombeiro, n.° 1, 1A e 1B - Quinta do Fidalgo, Monte Gordo",VILA FRANCA DE XIRA,Vila Franca de Xira,Lisboa,2600-139,Privado,Pré-escolar
503381,Jardim Infantil Do Núcleo De Instrução E Beneficiência De Paço D´Arcos,"R. Dionísio Santos Matias, Nº 1, 2770-050 PAÇO DE ARCOS, Oeiras, Portugal","R. Dionísio Santos Matias, Nº 1",PAÇO DE ARCOS,Oeiras,Lisboa,2770-050,Privado,Pré-escolar
294093,"Escola Básica da Quinta da Cevadeira, Castanheira do Ribatejo, Vila Franca de Xira","Urbanização da Quinta da Cevadeira, 2600-711 CASTANHEIRA DO RIBATEJO, Vila Franca de Xira, Portugal",Urbanização da Quinta da Cevadeira,CASTANHEIRA DO RIBATEJO,Vila Franca de Xira,Lisboa,2600-711,Publico,Pré-escolar|1º Ciclo
626132,"Jardim de Infância de Povos, Vila Franca de Xira","Rua Calouste Gulbenkian, 2600-000 VILA FRANCA DE XIRA, Vila Franca de Xira, Portugal",Rua Calouste Gulbenkian,VILA FRANCA DE XIRA,Vila Franca de Xira,Lisboa,2600-000,Publico,Pré-escolar
503060,"Externato ""Rainha D. Estefânea""","Rua D. Dinis, nº 19 - R/C, 2720-163 AMADORA, Amadora, Portugal","Rua D. Dinis, nº 19 - R/C",AMADORA,Amadora,Lisboa,2720-163,Privado,Pré-escolar|1º Ciclo
400038,"Escola Básica e Secundária Amélia Rey Colaço, Linda-a-Velha, Oeiras","Rua Manuel Ferreira - Alto de Santa Catarina, 2799-550 LINDA A VELHA, Oeiras, Portugal",Rua Manuel Ferreira - Alto de Santa Catarina,LINDA A VELHA,Oeiras,Lisboa,2799-550,Publico,2º Ciclo|3º Ciclo|Secundário
502303,Colégio Cachabiu,"Rua Joaquim Ereira, nº 192, 2750-390 CASCAIS, Cascais, Portugal","Rua Joaquim Ereira, nº 192",CASCAIS,Cascais,Lisboa,2750-390,Privado,Pré-escolar
800160,"CERCIMB 1 -  Cooperativa para a Educação, Reabilitação, Capacitação e Educação da Moita e Barreiro","Rua Grão Vasco, 2835-001 BAIXA DA BANHEIRA, Moita, Portugal",Rua Grão Vasco,BAIXA DA BANHEIRA,Moita,Setúbal,2835-001,Privado,1º Ciclo|Especial
523860,Conservatório de Música D. Dinis,"Rua José Fontana - Bairro de S. José, 2620-071 PÓVOA DE SANTO ADRIÃO, Odivelas, Portugal",Rua José Fontana - Bairro de S. José,PÓVOA DE SANTO ADRIÃO,Odivelas,Lisboa,2620-071,Privado,Artistico
518566,Jardim de Infância Da Associação Para O Bem-Estar Infantil da Freguesia de Vialonga - Sede,"Rua José Régio, Nº 25 - Parque Residencial De Vialonga, 2625-674 VIALONGA, Vila Franca de Xira, Portugal","Rua José Régio, Nº 25 - Parque Residencial De Vialonga",VIALONGA,Vila Franca de Xira,Lisboa,2625-674,Privado,Pré-escolar
502649,"Colégio ""O Cocas""","Rua dos Combatentes, nº 19 e 21, 2600-427 ALHANDRA, Vila Franca de Xira, Portugal","Rua dos Combatentes, nº 19 e 21",ALHANDRA,Vila Franca de Xira,Lisboa,2600-427,Privado,Pré-escolar|1º Ciclo
803855,Jardim de Infância Sonhos e Fantasias,"Av dos Bombeiros Voluntários, 2, 2605-019 BELAS, Sintra, Portugal","Av dos Bombeiros Voluntários, 2",BELAS,Sintra,Lisboa,2605-019,Privado,Pré-escolar
519108,Jardim De Infância Do Centro Comunitário Da Cova Da Piedade/Laranjeiro - Centro Social Paroquial Padre Ricardo Gameiro,"Rua Óscar Acúrsio, Quinta De São Simão, 2810-146 ALMADA, Almada, Portugal","Rua Óscar Acúrsio, Quinta De São Simão",ALMADA,Almada,Setúbal,2810-146,Privado,Pré-escolar
247674,"Escola Básica da Quinta da Courela, Aldeia de Paio Pires, Seixal","R. Luis António Verney - Quinta da Courela, 2840-124 ALDEIA DE PAIO PIRES, Seixal, Portugal",R. Luis António Verney - Quinta da Courela,ALDEIA DE PAIO PIRES,Seixal,Setúbal,2840-124,Publico,Pré-escolar|1º Ciclo
507532,"Jardim Infantil ""Palhacinho""","Rua Alves Redol, 2910-145 SETÚBAL, Setúbal, Portugal",Rua Alves Redol,SETÚBAL,Setúbal,Setúbal,2910-145,Privado,Pré-escolar
518256,Creche Popular De Rio De Mouro,"Rua Cesário Verde, n.º 33 e 35, 2735-468 AGUALVA-CACÉM, Sintra, Portugal","Rua Cesário Verde, n.º 33 e 35",AGUALVA-CACÉM,Sintra,Lisboa,2735-468,Privado,Pré-escolar
340534,"Escola Básica de Castanheiros, Caneças, Odivelas","R. Olivença, 1685-590 CANEÇAS, Odivelas, Portugal",R. Olivença,CANEÇAS,Odivelas,Lisboa,1685-590,Publico,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo
804189,Os Gonçalinhos,"Avenida Portugal, n.º 86 A - Quinta de São Gonçalo, 2775-269 PAREDE, Cascais, Portugal","Avenida Portugal, n.º 86 A - Quinta de São Gonçalo",PAREDE,Cascais,Lisboa,2775-269,Privado,Pré-escolar
235301,"Escola Básica da Murteira, Loures","Murteira - Loures, 2670-503 LOURES, Loures, Portugal",Murteira - Loures,LOURES,Loures,Lisboa,2670-503,Publico,Pré-escolar|1º Ciclo
290210,"Escola Básica de São Pedro, Sintra","Calçada de S. Pedro, 43, 2710-510 SINTRA, Sintra, Portugal","Calçada de S. Pedro, 43",SINTRA,Sintra,Lisboa,2710-510,Publico,Pré-escolar|1º Ciclo
505195,Colégio Valsassina,"Avenida Avelino Teixeira da Mota - Quinta das Teresinhas, 1959-010 LISBOA, Lisboa, Portugal",Avenida Avelino Teixeira da Mota - Quinta das Teresinhas,LISBOA,Lisboa,Lisboa,1959-010,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
519406,Jardim de Infância da Associação de Solidariedade Social Brejos do Assa - Rouxinol,"Rua do Caçarino, 2950-057 PALMELA, Palmela, Portugal",Rua do Caçarino,PALMELA,Palmela,Setúbal,2950-057,Privado,Pré-escolar
248617,"Escola Básica n.º 2 de São João da Talha, Loures","Rua João Nunes Resende, 2695-711 SÃO JOÃO DA TALHA, Loures, Portugal",Rua João Nunes Resende,SÃO JOÃO DA TALHA,Loures,Lisboa,2695-711,Publico,Pré-escolar|1º Ciclo
802781,Escola Profissional de Agentes de Serviço e Apoio Social Fund. Monsenhor Alves Brás,"Rua de Santo António à Estrela, nº 35, 1399-043 LISBOA, Lisboa, Portugal","Rua de Santo António à Estrela, nº 35",LISBOA,Lisboa,Lisboa,1399-043,Privado,Profissional
287623,"Escola Básica do Casal da Barôta, Belas, Sintra","Rua da Padeira de Aljubarrota - Casal da Barota, 2605-651 BELAS, Sintra, Portugal",Rua da Padeira de Aljubarrota - Casal da Barota,BELAS,Sintra,Lisboa,2605-651,Publico,Pré-escolar|1º Ciclo
340728,"Escola Básica D. Domingos Jardo, Mira Sintra, Sintra","Rua 1º de Maio, 2735-410 AGUALVA-CACÉM, Sintra, Portugal",Rua 1º de Maio,AGUALVA-CACÉM,Sintra,Lisboa,2735-410,Publico,2º Ciclo|3º Ciclo
293635,"Escola Básica Maria Luciana Seruca, Paço de Arcos, Oeiras","Rua Conde de Rio Maior, 2770-001 PAÇO DE ARCOS, Oeiras, Portugal",Rua Conde de Rio Maior,PAÇO DE ARCOS,Oeiras,Lisboa,2770-001,Publico,Pré-escolar|1º Ciclo
502054,Jardim Infantil O Rei na Barriga,"R. do Olival, nº 7-7A, 2660-055 FRIELAS, Loures, Portugal","R. do Olival, nº 7-7A",FRIELAS,Loures,Lisboa,2660-055,Privado,Pré-escolar
803831,Jardim de Infância Parque dos Sorrisos,"Gare Ferroviária de Foros de Amora - Loja 6/10, 2845-612 AMORA, Seixal, Portugal",Gare Ferroviária de Foros de Amora - Loja 6/10,AMORA,Seixal,Setúbal,2845-612,Privado,Pré-escolar
519510,Centro Infantil O Patronato (Centro Assist.Paroq. Da Amora),"R. Dr. Emídio Guilherme Garcia Mendes Nº17, 2845-457 AMORA, Seixal, Portugal",R. Dr. Emídio Guilherme Garcia Mendes Nº17,AMORA,Seixal,Setúbal,2845-457,Privado,Pré-escolar
619504,"Jardim de Infância de Marco Cabaço, Charneca de Caparica, Almada","R. Sebastião da Gama, 2820-210 CHARNECA DA CAPARICA, Almada, Portugal",R. Sebastião da Gama,CHARNECA DA CAPARICA,Almada,Setúbal,2820-210,Publico,Pré-escolar
516557,Jardim de Infância Do Centro Paroquial Do Estoril,"Rua D. Afonso Henriques, N.º 1760, 2765-576 ESTORIL, Cascais, Portugal","Rua D. Afonso Henriques, N.º 1760",ESTORIL,Cascais,Lisboa,2765-576,Privado,Pré-escolar
241908,"Escola Básica António Torrado, Tires, Cascais","Rua do Mercado, 2785-625 SÃO DOMINGOS DE RANA, Cascais, Portugal",Rua do Mercado,SÃO DOMINGOS DE RANA,Cascais,Lisboa,2785-625,Publico,Pré-escolar|1º Ciclo
803680,Jardim de Infância A Escolinha da Quinta,"Rua Baía do Sado, 177, 2910-014 SETÚBAL, Setúbal, Portugal","Rua Baía do Sado, 177",SETÚBAL,Setúbal,Setúbal,2910-014,Privado,Pré-escolar
518165,Jardim Infantil do Centro Social Paroquial de Colares - Almoçageme,"Largo Comendador José Gomes da Silva, nº7, 2705-041 COLARES, Sintra, Portugal","Largo Comendador José Gomes da Silva, nº7",COLARES,Sintra,Lisboa,2705-041,Privado,Pré-escolar
800533,Cyberensino - Escola de Línguas da Moita,"Avenida Doutor Teófilo Braga, 20 - 2º Andar, 2860-396 MOITA, Moita, Portugal","Avenida Doutor Teófilo Braga, 20 - 2º Andar",MOITA,Moita,Setúbal,2860-396,Privado,Extra-escolar
800411,Colégio Pedro Arrupe,"Passeio dos Heróis do Mar, 100 Parque das Nações, 1990-529 LISBOA, Lisboa, Portugal","Passeio dos Heróis do Mar, 100 Parque das Nações",LISBOA,Lisboa,Lisboa,1990-529,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
506898,"Externato ""Abelhinha""","Rua Manuel Agro Ferreira, nº 37 -  R/C, 2825-363 COSTA DE CAPARICA, Almada, Portugal","Rua Manuel Agro Ferreira, nº 37 -  R/C",COSTA DE CAPARICA,Almada,Setúbal,2825-363,Privado,Pré-escolar|1º Ciclo
504506,"Jardim Infantil ""O Pinhão""","Tv. da Roussada a R. Veiga da Cunha, nº 44, 2710-000 SINTRA, Sintra, Portugal","Tv. da Roussada a R. Veiga da Cunha, nº 44",SINTRA,Sintra,Lisboa,2710-000,Privado,Pré-escolar
517380,Casa da Infância de Arroios - Fundação Dom Pedro IV,"Rua Ilha Terceira, 35, 1000-172 LISBOA, Lisboa, Portugal","Rua Ilha Terceira, 35",LISBOA,Lisboa,Lisboa,1000-172,Privado,Pré-escolar
401950,"Escola Básica e Secundária Josefa de Óbidos, Lisboa","Rua Coronel Ribeiro Viana, 1399-040 LISBOA, Lisboa, Portugal",Rua Coronel Ribeiro Viana,LISBOA,Lisboa,Lisboa,1399-040,Publico,2º Ciclo|3º Ciclo|Secundário|Artistico|Profissional
402436,"Escola Básica e Secundária Passos Manuel, Lisboa","Travessa do Convento de Jesus, Lisboa, 1249-027 LISBOA, Lisboa, Portugal","Travessa do Convento de Jesus, Lisboa",LISBOA,Lisboa,Lisboa,1249-027,Publico,2º Ciclo|3º Ciclo|Secundário|Profissional
501748,"Externato ""Aljubarrota""","Rua Pio XII, nº 14 - R/C, 2700-657 AMADORA, Amadora, Portugal","Rua Pio XII, nº 14 - R/C",AMADORA,Amadora,Lisboa,2700-657,Privado,Pré-escolar|1º Ciclo
523902,Escola de Música Nossa Senhora do Cabo - Sede,"Rua dos Lusíadas, n.º 4 - A, 2795-127 LINDA A VELHA, Oeiras, Portugal","Rua dos Lusíadas, n.º 4 - A",LINDA A VELHA,Oeiras,Lisboa,2795-127,Privado,Artistico
210195,"Escola Básica de Cajados, Palmela","Estrada do Alentejo, 2965-000 ÁGUAS DE MOURA, Palmela, Portugal",Estrada do Alentejo,ÁGUAS DE MOURA,Palmela,Setúbal,2965-000,Publico,Pré-escolar|1º Ciclo
521838,Jardim Infantil O Aquário (Centro Social Paroquial Nossa Senhora Da Anunciada),"Rua Dos Trabalhores Do Mar, 2900-650 SETÚBAL, Setúbal, Portugal",Rua Dos Trabalhores Do Mar,SETÚBAL,Setúbal,Setúbal,2900-650,Privado,Pré-escolar
248990,"Escola Básica dos Arcos, Setúbal","R. Joaquim Venâncio, 2900-425 SETÚBAL, Setúbal, Portugal",R. Joaquim Venâncio,SETÚBAL,Setúbal,Setúbal,2900-425,Publico,Pré-escolar|1º Ciclo
290324,"Escola Básica n.º 3 de Belas, Sintra","R. Quinta do Olival Velho, 2605-086 BELAS, Sintra, Portugal",R. Quinta do Olival Velho,BELAS,Sintra,Lisboa,2605-086,Publico,Pré-escolar|1º Ciclo
803747,Jardim de Infância Escolinha 7,"Praceta Francisco Miguel, 3-B, 2700-401 AMADORA, Amadora, Portugal","Praceta Francisco Miguel, 3-B",AMADORA,Amadora,Lisboa,2700-401,Privado,Pré-escolar
645308,"Jardim de Infância de Bicesse, Cascais","Rua da Escola Velha, 2645-122 ALCABIDECHE, Cascais, Portugal",Rua da Escola Velha,ALCABIDECHE,Cascais,Lisboa,2645-122,Publico,Pré-escolar
253352,"Jardim de Infância de A-da-Beja, Amadora","R. Fernando Maia, 2700-000 AMADORA, Amadora, Portugal",R. Fernando Maia,AMADORA,Amadora,Lisboa,2700-000,Publico,Pré-escolar
800204,Centro Infantil António Marques - Associação Mutualista Nossa Senhora Da Conceição,"Rua Maria Matos, N.º 61, 2870-354 MONTIJO, Montijo, Portugal","Rua Maria Matos, N.º 61",MONTIJO,Montijo,Setúbal,2870-354,Privado,Pré-escolar
601378,"Jardim de Infância Luísa Ducla Soares, Algés, Oeiras","Av. dos Bombeiros Voluntários de Algés, 1495-019 ALGÉS, Oeiras, Portugal",Av. dos Bombeiros Voluntários de Algés,ALGÉS,Oeiras,Lisboa,1495-019,Publico,Pré-escolar
341174,"Escola Básica Dr. Joaquim de Barros, Paço de Arcos, Oeiras","Avenida Elvira Velez, 2770-053 PAÇO DE ARCOS, Oeiras, Portugal",Avenida Elvira Velez,PAÇO DE ARCOS,Oeiras,Lisboa,2770-053,Publico,1º Ciclo|2º Ciclo|3º Ciclo
517732,Jardim Infantil Novo Pinóquio (Stª Cª:M.O),"R. Ernesto Da  Silva (Topo), 1495-110 ALGÉS, Oeiras, Portugal",R. Ernesto Da  Silva (Topo),ALGÉS,Oeiras,Lisboa,1495-110,Privado,Pré-escolar
517501,Jardim Infantil Do Centro Social Paroquial de Moscavide,"Praceta Do Centro Social, 1885-021 MOSCAVIDE, Loures, Portugal",Praceta Do Centro Social,MOSCAVIDE,Loures,Lisboa,1885-021,Privado,Pré-escolar
803627,Jardim Infantil do Bairro das Laranjeiras,"Lg. Ramada Curto Lotet 5, loja C e D, 1800-327 LISBOA, Lisboa, Portugal","Lg. Ramada Curto Lotet 5, loja C e D",LISBOA,Lisboa,Lisboa,1800-327,Publico,Pré-escolar
252505,"Escola Básica da Quinta do Conde de Portalegre, Paivas, Seixal","R. Bernardino Machado, 2845-363 AMORA, Seixal, Portugal",R. Bernardino Machado,AMORA,Seixal,Setúbal,2845-363,Publico,1º Ciclo
803783,Jardim De Infância O Cantinho,"Praceta Da Quinta Da Conceição, 2700-691 AMADORA, Amadora, Portugal",Praceta Da Quinta Da Conceição,AMADORA,Amadora,Lisboa,2700-691,Privado,Pré-escolar
803292,Centro De Apoio À Família Crescer Para Integrar,"Rua Gaspar Corte Real - Urbanização Chesol - Matarraque, 2785-453 SÃO DOMINGOS DE RANA, Cascais, Portugal",Rua Gaspar Corte Real - Urbanização Chesol - Matarraque,SÃO DOMINGOS DE RANA,Cascais,Lisboa,2785-453,Privado,Pré-escolar|1º Ciclo
208966,"Escola Básica de Brejos do Clérigo, Setúbal","R. de S. Gonçalo, 2925-244 AZEITÃO, Setúbal, Portugal",R. de S. Gonçalo,AZEITÃO,Setúbal,Setúbal,2925-244,Publico,1º Ciclo
518219,Infantário Do Povo De Massamá,"Rua Do Infantário Do Povo n.º1 A/B, 2745-792 QUELUZ, Sintra, Portugal",Rua Do Infantário Do Povo n.º1 A/B,QUELUZ,Sintra,Lisboa,2745-792,Privado,Pré-escolar
202241,"Escola Básica de Algeruz-Lau, Palmela","Rua da Escola, 2950-065 PALMELA, Palmela, Portugal",Rua da Escola,PALMELA,Palmela,Setúbal,2950-065,Publico,1º Ciclo
642393,"Jardim de Infância de São Brás, Amadora","Praceta Padre Álvaro Proença, 2700-000 AMADORA, Amadora, Portugal",Praceta Padre Álvaro Proença,AMADORA,Amadora,Lisboa,2700-000,Publico,Pré-escolar
800106,Atelier Paraíso,"Rua do Paraíso, 70, 1100-398 LISBOA, Lisboa, Portugal","Rua do Paraíso, 70",LISBOA,Lisboa,Lisboa,1100-398,Privado,Extra-escolar
804259,Tetralingue - Escola de Línguas,"Avenida da República - Edifício Torre Soleil, 2780-158 OEIRAS, Oeiras, Portugal",Avenida da República - Edifício Torre Soleil,OEIRAS,Oeiras,Lisboa,2780-158,Privado,Extra-escolar
239938,"Escola Básica de Murtal, Cascais","R. José Feliciano Moreira, 2775-110 PAREDE, Cascais, Portugal",R. José Feliciano Moreira,PAREDE,Cascais,Lisboa,2775-110,Publico,Pré-escolar|1º Ciclo
507570,Colégio Atlântico,"Avenida da Ponte, n.º 79 - Casal do Marco, 2840-167 SEIXAL, Seixal, Portugal","Avenida da Ponte, n.º 79 - Casal do Marco",SEIXAL,Seixal,Setúbal,2840-167,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
288159,"Escola Básica Brito Pais, Amadora","Rua Catarina Eufémia, 2650-341 AMADORA, Amadora, Portugal",Rua Catarina Eufémia,AMADORA,Amadora,Lisboa,2650-341,Publico,Pré-escolar|1º Ciclo
642411,"Jardim de Infância de Cotovios, A-de-Freire, Vila Franca de Xira","Praceta da infância, 2600-856 SÃO JOÃO DOS MONTES, Vila Franca de Xira, Portugal",Praceta da infância,SÃO JOÃO DOS MONTES,Vila Franca de Xira,Lisboa,2600-856,Publico,Pré-escolar
238284,"Escola Básica São Miguel, Enxara do Bispo, Mafra","R. Principal, 2665-053 ENXARA DO BISPO, Mafra, Portugal",R. Principal,ENXARA DO BISPO,Mafra,Lisboa,2665-053,Publico,Pré-escolar|1º Ciclo
642423,"Jardim de Infância n.º 2 do Cacém, Agualva, Sintra","R.Sebastião Philips Martins Estácio da Veiga, 2735-000 AGUALVA-CACÉM, Sintra, Portugal",R.Sebastião Philips Martins Estácio da Veiga,AGUALVA-CACÉM,Sintra,Lisboa,2735-000,Publico,Pré-escolar
806749,Escola Casa da Floresta - Pólo Sesimbra,"Rua Fonte de Sesimbra, n.º 42 - Cotovia, 2970-271 SESIMBRA, Sesimbra, Portugal","Rua Fonte de Sesimbra, n.º 42 - Cotovia",SESIMBRA,Sesimbra,Setúbal,2970-271,Privado,Pré-escolar|1º Ciclo
340601,"Escola Básica Conde de Oeiras, Oeiras","R. das Escolas - Quinta do Marquês, 2780-102 OEIRAS, Oeiras, Portugal",R. das Escolas - Quinta do Marquês,OEIRAS,Oeiras,Lisboa,2780-102,Publico,2º Ciclo|3º Ciclo
253583,"Escola Básica Professor Agostinho da Silva, Lisboa","Rua Lino Ferreira, 1950-299 LISBOA, Lisboa, Portugal",Rua Lino Ferreira,LISBOA,Lisboa,Lisboa,1950-299,Publico,Pré-escolar|1º Ciclo
502856,Colégio Amor de Deus,"Avenida de Sintra, 1451, 2756-502 ALCABIDECHE, Cascais, Portugal","Avenida de Sintra, 1451",ALCABIDECHE,Cascais,Lisboa,2756-502,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Secundário
290282,"Escola Básica de Almargem do Bispo, Sintra","Av. José Maria Pais, 2715-230 ALMARGEM DO BISPO, Sintra, Portugal",Av. José Maria Pais,ALMARGEM DO BISPO,Sintra,Lisboa,2715-230,Publico,Pré-escolar|1º Ciclo
803541,Jardim Infantil Viva Kids,"Rua das Tílias, 128, 2910-143 SETÚBAL, Setúbal, Portugal","Rua das Tílias, 128",SETÚBAL,Setúbal,Setúbal,2910-143,Privado,Pré-escolar
800297,"Centro de Pedagogia Terapêutica ""Bola de Neve""","Rua Afonso Gonçalves Baldaya, 6, 1400-001 LISBOA, Lisboa, Portugal","Rua Afonso Gonçalves Baldaya, 6",LISBOA,Lisboa,Lisboa,1400-001,Privado,1º Ciclo|2º Ciclo|3º Ciclo|Especial
800392,Jardim de Infância Ninho Maternal,"Rua Engº Júlio Gomes da Silva, nº 72, 2725-075 MEM MARTINS, Sintra, Portugal","Rua Engº Júlio Gomes da Silva, nº 72",MEM MARTINS,Sintra,Lisboa,2725-075,Privado,Pré-escolar
804087,Jardim de Infância do Centro Comunitário Paroquial de Famões - Sede,"Rua 25 de Abril - Casal da Silveira, 1685-827 FAMÕES, Odivelas, Portugal",Rua 25 de Abril - Casal da Silveira,FAMÕES,Odivelas,Lisboa,1685-827,Privado,Pré-escolar
402084,"Escola Secundária do Lumiar, Lisboa","R. Mário Sampaio Ribeiro - Qt. dos Frades, 1600-488 LISBOA, Lisboa, Portugal",R. Mário Sampaio Ribeiro - Qt. dos Frades,LISBOA,Lisboa,Lisboa,1600-488,Publico,3º Ciclo|Secundário|Profissional
290191,"Escola Básica de Abrunheira, Sintra","R. Carlos Paião, 2710-018 SINTRA, Sintra, Portugal",R. Carlos Paião,SINTRA,Sintra,Lisboa,2710-018,Publico,Pré-escolar|1º Ciclo
331041,"Escola Básica da Boa Água, Quinta do Conde, Sesimbra","Rua Serra de Monchique, 2975-174 QUINTA DO CONDE, Sesimbra, Portugal",Rua Serra de Monchique,QUINTA DO CONDE,Sesimbra,Setúbal,2975-174,Publico,1º Ciclo|2º Ciclo|3º Ciclo
800445,Colégio Villalegre,"Rua Reserva Natural do Paúl de Arzila - Lote 504 - Vila Alegre, 2865-726 FERNÃO FERRO, Seixal, Portugal",Rua Reserva Natural do Paúl de Arzila - Lote 504 - Vila Alegre,FERNÃO FERRO,Seixal,Setúbal,2865-726,Privado,Pré-escolar
800458,Colégio das Colinas,"Av. Miguel Torga - n.º 32 A Urbanização Colinas do Cruzeiro, 2675-664 ODIVELAS, Odivelas, Portugal",Av. Miguel Torga - n.º 32 A Urbanização Colinas do Cruzeiro,ODIVELAS,Odivelas,Lisboa,2675-664,Privado,Pré-escolar
287155,"Escola Básica do Gaio, Moita","R. Eça de Queirós, 2860-000 MOITA, Moita, Portugal",R. Eça de Queirós,MOITA,Moita,Setúbal,2860-000,Publico,1º Ciclo
806883,Jardim de Infância Fraldinhas,"Praceta Padre Marçal da Silveira, n.º 45 Pampilheira, 2750-672 CASCAIS, Cascais, Portugal","Praceta Padre Marçal da Silveira, n.º 45 Pampilheira",CASCAIS,Cascais,Lisboa,2750-672,Privado,Pré-escolar
401018,"Escola Secundária du Bocage, Setúbal","Avenida Dr. António Rodrigues Manito, 2900-058 SETÚBAL, Setúbal, Portugal",Avenida Dr. António Rodrigues Manito,SETÚBAL,Setúbal,Setúbal,2900-058,Publico,3º Ciclo|Secundário
243681,"Escola Básica Professor José Salvado Sampaio, Lisboa","Rua Dr. Cunha Seixas, 1500-225 LISBOA, Lisboa, Portugal",Rua Dr. Cunha Seixas,LISBOA,Lisboa,Lisboa,1500-225,Publico,Pré-escolar|1º Ciclo
250685,"Escola Básica Cesário Verde, Caneças, Odivelas","R. Alvarense - Casal Novo, 1685-001 CANEÇAS, Odivelas, Portugal",R. Alvarense - Casal Novo,CANEÇAS,Odivelas,Lisboa,1685-001,Publico,Pré-escolar|1º Ciclo
241945,"Escola Básica da Torre da Marinha, Seixal","R. Casal do Marco, 2840-001 ALDEIA DE PAIO PIRES, Seixal, Portugal",R. Casal do Marco,ALDEIA DE PAIO PIRES,Seixal,Setúbal,2840-001,Publico,1º Ciclo
502972,Éramos Um - Cooperativa de Ensino,"Urbanização Doroana - Praceta Vasco Morgado - Murtal, 2775-145 PAREDE, Cascais, Portugal",Urbanização Doroana - Praceta Vasco Morgado - Murtal,PAREDE,Cascais,Lisboa,2775-145,Privado,Pré-escolar|1º Ciclo
236720,"Escola Básica de Arrentela, Seixal","R. António Bandeira, 2840-367 SEIXAL, Seixal, Portugal",R. António Bandeira,SEIXAL,Seixal,Setúbal,2840-367,Publico,Pré-escolar|1º Ciclo
403477,"Escola Básica e Secundária de Mães d’Água, Falagueira, Amadora","Rua da Quinta da Bolacha, 2700-689 AMADORA, Amadora, Portugal",Rua da Quinta da Bolacha,AMADORA,Amadora,Lisboa,2700-689,Publico,2º Ciclo|3º Ciclo|Secundário|Profissional
253856,"Escola Básica da Via Rara, Loures","Escola Vale Flores, 2690-143 SANTA IRIA DE AZÓIA, Loures, Portugal",Escola Vale Flores,SANTA IRIA DE AZÓIA,Loures,Lisboa,2690-143,Publico,Pré-escolar|1º Ciclo
519376,Centro Infantil Do Afonsoeiro Da Santa Casa Da Misericórdia,"R. De Cabo Verde 5 - Afonseiro, 2870-361 MONTIJO, Montijo, Portugal",R. De Cabo Verde 5 - Afonseiro,MONTIJO,Montijo,Setúbal,2870-361,Privado,Pré-escolar
242287,"Escola Básica da Venteira, Amadora","Pctª Infante D. Fernando, 2700-465 AMADORA, Amadora, Portugal",Pctª Infante D. Fernando,AMADORA,Amadora,Lisboa,2700-465,Publico,Pré-escolar|1º Ciclo
251150,"Escola Básica D. Pedro V, Linda-a-Velha, Oeiras","Avenida D. Pedro V, 2795-150 LINDA A VELHA, Oeiras, Portugal",Avenida D. Pedro V,LINDA A VELHA,Oeiras,Lisboa,2795-150,Publico,1º Ciclo
252750,"Escola Básica João Villaret, Ramada, Odivelas","R. João Villaret - Bº Bons Dias, 2620-280 RAMADA, Odivelas, Portugal",R. João Villaret - Bº Bons Dias,RAMADA,Odivelas,Lisboa,2620-280,Publico,Pré-escolar|1º Ciclo
800423,Colégio Mem Martins,"Rua Olivença nº 3, 2725-408 MEM MARTINS, Sintra, Portugal",Rua Olivença nº 3,MEM MARTINS,Sintra,Lisboa,2725-408,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo
803254,Externato Rumo ao Sucesso,"Rua da Vinha da Salmoura, nº 11, 30, 36 e 42 Brejos de Azeitão, 2925-381 AZEITÃO, Setúbal, Portugal","Rua da Vinha da Salmoura, nº 11, 30, 36 e 42 Brejos de Azeitão",AZEITÃO,Setúbal,Setúbal,2925-381,Privado,Pré-escolar|1º Ciclo|2º Ciclo|3º Ciclo|Especial
800140,CERCIAMA – Cooperativa de Educação e Reabilitação de Cidadãos Inadaptados da Amadora,"Rua Mestre Roque Gameiro, 12, 2700-578 AMADORA, Amadora, Portugal","Rua Mestre Roque Gameiro, 12",AMADORA,Amadora,Lisboa,2700-578,Privado,Especial
