stop_id,stop_name,tts_stop_name
130475,AIRES (EN 252 3),Aires ( Estrada Nacional 252 3 )
130477,URB CASAS DA QTA DOS BARRELEIROS CCI3952,Urbanização Casas Da Quinta Dos Barreleiros Cci 3952
130479,MONTE ALEGRE (EN 4) (X) R JOSÉ M PEREIRA,Cruzamento Entre Monte Alegre ( Estrada Nacional 4 ) E Rua José M Pereira
130480,MONTE ALEGRE (EN 4) FTE MARCO 35,Monte Alegre ( Estrada Nacional 4 ) Frente Marco 35
130481,LOJA NOVA FAIAS (N4 X R DO PATOLA),Loja Nova Faias ( Cruzamento Entre Estrada Nacional 4 E Rua Do Patola )
130482,LOJA NOVA FAIAS (N4 X R DO PATOLA),Loja Nova Faias ( Cruzamento Entre Estrada Nacional 4 E Rua Do Patola )
130483,FOROS TRAPO (EM 533) MONTE CONSTANTINO,Foros Trapo ( Estrada Municipal 533 ) Monte Constantino
130484,FOROS TRAPO (EM 533) MONTE CONSTANTINO,Foros Trapo ( Estrada Municipal 533 ) Monte Constantino
130485,FOROS TRAPO (EM533)X R ACTOR ANT SILVA,Cruzamento Entre Foros Trapo ( Estrada Municipal 533 ) E Rua Actor António Silva
130486,FOROS TRAPO (EM533)X R ACTOR ANT SILVA,Cruzamento Entre Foros Trapo ( Estrada Municipal 533 ) E Rua Actor António Silva
130487,FOROS TRAPO (R PATOLA X R P ALV CABRAL),Foros Trapo ( Cruzamento Entre Rua Patola E Rua P Álvaro Cabral )
130488,FOROS TRAPO (R PATOLA X R P ALV CABRAL),Foros Trapo ( Cruzamento Entre Rua Patola E Rua P Álvaro Cabral )
130489,ALDEIA NOVA AROEIRA(R ANT HORTA) X EM533,Cruzamento Entre Aldeia Nova Aroeira ( Rua António Horta ) E Estrada Municipal 533
130493,ALDEIA NOVA AROEIRA (R ANTÓNIO HORTA),Aldeia Nova Aroeira ( Rua António Horta )
130494,ALDEIA NOVA AROEIRA (R ANTÓNIO HORTA),Aldeia Nova Aroeira ( Rua António Horta )
130495,ALDEIA NOVA AROEIRA ( ESCOLA PRIMÁRIA),Aldeia Nova Aroeira ( Escola Primária )
130496,ALDEIA NOVA AROEIRA ( ESCOLA PRIMÁRIA),Aldeia Nova Aroeira ( Escola Primária )
130497,EN 4 (X) R DEOLINDA MARIA,Cruzamento Entre Estrada Nacional 4 E Rua Deolinda Maria
130499,FAIAS (N4)PARAGEM PEREIRAS (PST COMBUST),Faias (estrada Nacional 4 ) Paragem Pereiras ( Posto De Combustível )
130501,MONTE CISNE (EN 4),Monte Cisne ( Estrada Nacional 4 )
130502,MONTE CISNE (EN 4),Monte Cisne ( Estrada Nacional 4 )
130503,EN 4 (CASA CANTONEIROS),Estrada Nacional 4 ( Casa Cantoneiros )
130504,EN 4 (CASA CANTONEIROS),Estrada Nacional 4 ( Casa Cantoneiros )
130505,RIO FRIO (HERDADE) TERMINAL,Rio Frio ( Herdade ) Terminal
130506,RIO FRIO (HERDADE) TERMINAL,Rio Frio ( Herdade ) Terminal
130507,TIMÓTEO (R FOROS PASSARINHAS) X EN 4,Cruzamento Entre Timóteo ( Rua Foros Passarinhas ) E Estrada Nacional 4
130508,TIMÓTEO (R FOROS PASSARINHAS) X EN 4,Cruzamento Entre Timóteo ( Rua Foros Passarinhas ) E Estrada Nacional 4
130509,R FOROS PASSARINHAS XR JOSÉ G SANHEIRO,Cruzamento Entre Rua Foros Passarinhas E Rua José G Sanheiro
130510,R FOROS PASSARINHAS XR JOSÉ G SANHEIRO,Cruzamento Entre Rua Foros Passarinhas E Rua José G Sanheiro
130511,R FOROS PASSARINHASX R FRANCISCO JORGE,Cruzamento Entre Rua Foros Passarinhas E Rua Francisco Jorge
130512,R FOROS PASSARINHASX R FRANCISCO JORGE,Cruzamento Entre Rua Foros Passarinhas E Rua Francisco Jorge
130513,LOJA NOVA X LAGOA CALVO,Cruzamento Entre Loja Nova E Lagoa Calvo
130515,FORNINHO(EM1032)R C CABETXR MARCOLINOS,Cruzamento Entre Forninho ( Estrada Municipal 1032 ) Rua C Cabet E Rua Marcolinos
130516,FORNINHO(EM1032)R C CABETXR MARCOLINOS,Cruzamento Entre Forninho ( Estrada Municipal 1032 ) Rua C Cabet E Rua Marcolinos
130517,FORNINHO (EM 1032) R J CARVALHO,Forninho ( Estrada Municipal 1032 ) Rua J Carvalho
130518,FORNINHO (EM 1032) R J CARVALHO,Forninho ( Estrada Municipal 1032 ) Rua J Carvalho
130519,FORNINHO (EM 1032) R FERREIRA COSTA,Forninho ( Estrada Municipal 1032 ) Rua Ferreira Costa
130520,FORNINHO (EM 1032) R FERREIRA COSTA,Forninho ( Estrada Municipal 1032 ) Rua Ferreira Costa
130521,FORNINHO (EM 1032) X R IZEQUIEL MARCOS,Cruzamento Entre Forninho ( Estrada Municipal 1032 ) E Rua Izequiel Marcos
130523,LAGOA CALVO (EM 533) X FORNINHO,Cruzamento Entre Lagoa Calvo ( Estrada Municipal 533 ) E Forninho
130525,LAU (EM 533) X,Lau ( Estrada Municipal 533 ) Cruzamento
130527,AREIAS GORDAS (EM 533-1),Areias Gordas ( Estrada Municipal 533 - 1 )
130528,AREIAS GORDAS (EM 533-1),Areias Gordas ( Estrada Municipal 533 - 1 )
130529,AREIAS GORDAS (EM 533-1 1),Areias Gordas ( Estrada Municipal 533 - 1 1 )
130530,AREIAS GORDAS (EM 533-1 1),Areias Gordas ( Estrada Municipal 533 - 1 1 )
130531,ARRAIADOS (R OURO) X EM 533-1,Cruzamento Entre Arraiados ( Rua Ouro ) E Estrada Municipal 533 - 1
130532,ARRAIADOS (R OURO) X EM 533-1,Cruzamento Entre Arraiados ( Rua Ouro ) E Estrada Municipal 533 - 1
130533,ARRAIADOS (R OURO),Arraiados ( Rua Ouro )
130534,ARRAIADOS (R OURO),Arraiados ( Rua Ouro )
130535,ARRAIADOS (R OURO) VIV COR ROSA,Arraiados ( Rua Ouro ) Vivenda Cor Rosa
130536,ARRAIADOS (R OURO) VIV COR ROSA,Arraiados ( Rua Ouro ) Vivenda Cor Rosa
130537,ARRAIADOS(R ESC ARRAIADOS)XR COMERCIAN,Cruzamento Entre Arraiados ( Rua Escola Arraiados ) E Rua Comercian
130538,ARRAIADOS(R ESC ARRAIADOS)XR COMERCIAN,Cruzamento Entre Arraiados ( Rua Escola Arraiados ) E Rua Comercian
130539,ARRAIADOS (R ESC ARRAIADOS),Arraiados ( Rua Escola Arraiados )
130540,ARRAIADOS (R ESC ARRAIADOS),Arraiados ( Rua Escola Arraiados )
130541,VALDERA (R ESC ARRAIADOS),Valdera ( Rua Escola Arraiados )
130542,VALDERA (R ESC ARRAIADOS),Valdera ( Rua Escola Arraiados )
130543,ARRAIADOS (R COMERCIANTES) XR ALEGRIAS,Cruzamento Entre Arraiados ( Rua Comerciantes ) E Rua Alegrias
130544,ARRAIADOS (R COMERCIANTES) XR ALEGRIAS,Cruzamento Entre Arraiados ( Rua Comerciantes ) E Rua Alegrias
130545,VL VILA (R COMERCIAN)XACEIRO MANU BOGA,Vale Vila ( Rua Comercian ) Xaceiro Manu Boga
130546,VL VILA (R COMERCIAN)XACEIRO MANU BOGA,Vale Vila ( Rua Comercian ) Xaceiro Manu Boga
130547,VALE VILA(R ESC VALE VILA)XR COMERCIAN,Cruzamento Entre Vale Vila ( Rua Escola Vale Vila ) E Rua Comercian
130548,VALE VILA(R ESC VALE VILA)XR COMERCIAN,Cruzamento Entre Vale Vila ( Rua Escola Vale Vila ) E Rua Comercian
130549,VALE VILA (R ESC VALE VILA),Vale Vila ( Rua Escola Vale Vila )
130550,VALE VILA (R ESC VALE VILA),Vale Vila ( Rua Escola Vale Vila )
130551,VALE VILA (R ESC VALE VILA),Vale Vila ( Rua Escola Vale Vila )
130552,VALE VILA (R ESC VALE VILA),Vale Vila ( Rua Escola Vale Vila )
130553,VALE VILA X EM 533-1,Cruzamento Entre Vale Vila E Estrada Municipal 533 - 1
130554,VALE VILA X EM 533-1,Cruzamento Entre Vale Vila E Estrada Municipal 533 - 1
130555,PALHOTA (EM 533-1) QTA PALMIRA CASEIRA,Palhota ( Estrada Municipal 533 - 1 ) Quinta Palmira Caseira
130556,PALHOTA (EM 533-1) QTA PALMIRA CASEIRA,Palhota ( Estrada Municipal 533 - 1 ) Quinta Palmira Caseira
130557,PINHAL NOVO (MERCADO MUNICIPAL),Pinhal Novo ( Mercado Municipal )
130558,PINHAL NOVO (MERCADO MUNICIPAL),Pinhal Novo ( Mercado Municipal )
130559,LAU (EM 533) X,Lau ( Estrada Municipal 533 ) Cruzamento
130563,4 MARCOS (EM1023)XR DR AGOSTINHO NETO,Cruzamento Entre 4 Marcos ( Estrada Municipal 1023 ) E Rua Doutor Agostinho Neto
130565,PENTEADO (EM 533-1) CARREGUEIRA,Penteado ( Estrada Municipal 533 - 1 ) Carregueira
130566,PENTEADO (EM 533-1) CARREGUEIRA,Penteado ( Estrada Municipal 533 - 1 ) Carregueira
130567,PENTEADO (EM 533-1) X ACEIRO SERRADOS,Cruzamento Entre Penteado ( Estrada Municipal 533 - 1 ) E Aceiro Serrados
130568,PENTEADO (EM 533-1) X ACEIRO SERRADOS,Cruzamento Entre Penteado ( Estrada Municipal 533 - 1 ) E Aceiro Serrados
130569,EM 533-1 38,Estrada Municipal 533 - 1 38
130570,EM 533-1 38,Estrada Municipal 533 - 1 38
130571,FONTE VACA (ACEIRO JOSÉ CANARINHO),Fonte Vaca ( Aceiro José Canarinho )
130572,FONTE VACA (ACEIRO JOSÉ CANARINHO),Fonte Vaca ( Aceiro José Canarinho )
130573,FONTE VACA (ACEIRO ESC CARREGUEIRA),Fonte Vaca ( Aceiro Escola Carregueira )
130574,FONTE VACA (ACEIRO ESC CARREGUEIRA),Fonte Vaca ( Aceiro Escola Carregueira )
130575,FONTE VACA (ACEIRO ESC CARREGUE)ESC PRIM,Fonte Vaca ( Aceiro Escola Carregue ) Escola Prim
130576,FONTE VACA (ACEIRO ESC CARREGUE)ESC PRIM,Fonte Vaca ( Aceiro Escola Carregue ) Escola Prim
130577,ACEIRO PRINCIPXACEIRO ESC CARREGUEIRA,Cruzamento Entre Aceiro Princip E Aceiro Escola Carregueira
130578,ACEIRO PRINCIPXACEIRO ESC CARREGUEIRA,Cruzamento Entre Aceiro Princip E Aceiro Escola Carregueira
130579,4 MARCOS (EM1023)XR ACEIRO ANT ALEIXO,Cruzamento Entre 4 Marcos ( Estrada Municipal 1023 ) E Rua Aceiro António Aleixo
130581,QUATRO MARCOS (EM 1023) X R CEUTA,Cruzamento Entre Quatro Marcos ( Estrada Municipal 1023 ) E Rua Ceuta
130583,QUATRO MARCOS X (EM 1023),Cruzamento Entre Quatro Marcos E ( Estrada Municipal 1023 )
130585,CARREGUEIRA (EM 1024)XACEIRO PRINCIPAL,Carregueira ( Estrada Municipal 1024 ) Xaceiro Principal
130587,EM 1024 ANTES X ACEIRO JOSÉ CAMARINHO,Estrada Municipal 1024 Antes Do Cruzamentoaceiro José Camarinho
130588,EM 1024 ANTES X ACEIRO JOSÉ CAMARINHO,Estrada Municipal 1024 Antes Do Cruzamentoaceiro José Camarinho
130589,FONTE VACA NORTE (EM 1024),Fonte Vaca Norte ( Estrada Municipal 1024 )
